a	/ɑ/
virgebuert	/fiːɐgəbuːɐt/
virdaach	/fiːɐdaːχ/
virdiech	/fiːɐdiəɕ/
virdanzen	/fiːɐdɑntsən/
virgedanzt	/fiːɐgədɑntst/
virdatéieren	/fiːɐdaːtɜɪəʀən/
virdatéiert	/fiːɐdaːtɜɪɐt/
virdeel	/fiːɐdeːl/
virdeeler	/fiːɐdeːlɐ/
virdenker	/fiːɐdæŋkɐ/
virdrängen	/fiːɐdʀæŋən/
virgedrängt	/fiːɐgədʀæŋt/
virdrécken	/fiːɐdʀekən/
virgedréckt	/fiːɐgədʀekt/
virdroen	/fiːɐdʀoːən/
virgedroen	/fiːɐgədʀoːən/
virdrun	/fiːɐdʀun/
vireg	/fiːʀəɕ/
viregt	/fiːʀəɕt/
virement	/fiːʀəmænt/
virementen	/fiːʀəmɑ̃ːən/
virenthalen	/fiːʀənthaːlən/
virentscheedung	/fiːʀəntʃeːduŋ/
virentscheedungen	/fiːʀəntʃeːduŋən/
virfaart	/fiːɐfaːʀt/
virfaarten	/fiːɐfaːʀtən/
virfahrt	/fiːɐfaːʀt/
virfahrten	/fiːɐfaːʀtən/
virfalen	/fiːɐfaːlən/
virgefall	/fiːɐgəfɑl/
virfall	/fiːɐfɑl/
virfäll	/fiːɐfæl/
virféieren	/fiːɐfɜɪəʀən/
virgeféiert	/fiːɐgəfɜɪɐt/
virféierung	/fiːɐfɜɪəʀuŋ/
virféierungen	/fiːɐfɜɪəʀuŋən/
virfeld	/fiːɐfælt/
virfinanzéieren	/fiːɐfinɑntsɜɪəʀən/
virfinanzéiert	/fiːɐfinɑntsɜɪɐt/
virfreed	/fiːɐfʀeːt/
virfueren	/fiːɐfuːɐʀən/
virgefuer	/fiːɐgəfuːɐ/
virgäertchen	/fiːɐgɛːɐtɕən/
virgäertercher	/fiːɐgɛːɐtɐɕɐ/
virgang	/fiːɐgɑŋ/
virgäng	/fiːɐgæŋ/
virgänger	/fiːɐgæŋɐ/
virgängerin	/fiːɐgæŋəʀin/
virgängerinnen	/fiːɐgæŋəʀinən/
virgeheien	/fiːɐgəhɑɪən/
virgehäit	/fiːɐgəhæːɪt/
virgeschicht	/fiːɐgəʃiɕt/
virgeschichten	/fiːɐgəʃiɕtən/
virgeschmaach	/fiːɐgəʃmaːχ/
virgëscht	/fiːɐgəʃt/
virgëschter	/fiːɐgəʃtɐ/
virgesetzten	/fiːɐgəzætstən/
virgesetzter	/fiːɐgəzætstɐ/
virgesinn	/fiːɐgəzin/
virgoen	/fiːɐgoːən/
virgaangen	/fiːɐgaːŋən/
virgräifen	/fiːɐgʀæːɪfən/
virgegraff	/fiːɐgəgʀɑf/
virhalen	/fiːɐhaːlən/
virgehalen	/fiːɐgəhaːlən/
virherrschaft	/fiːɐhɛːɐʃɑft/
virhuelen	/fiːɐhuələn/
virgeholl	/fiːɐgəhol/
virhunn	/fiːɐhun/
virgehat	/fiːɐgəhaːt/
virknaen	/fiːɐknaːən/
virgeknat	/fiːɐgəknaːt/
virknäppen	/fiːɐknæpən/
virgeknäppt	/fiːɐgəknæpt/
virkommen	/fiːɐkomən/
virkomm	/fiːɐkom/
virlaf	/fiːɐlaːf/
virleef	/fiːɐleːf/
virlafen	/fiːɐlaːfən/
virgelaf	/fiːɐgəlaːf/
virlag	/fiːɐlaːχ/
virlagen	/fiːɐlaːʁən/
virleeën	/fiːɐleːən/
virgeluecht	/fiːɐgəluəɕt/
virleefeg	/fiːɐleːfəɕ/
virleefer	/fiːɐleːfɐ/
virleeferin	/fiːɐleːfəʀin/
virleeferinnen	/fiːɐleːfəʀinən/
virleien	/fiːɐlɑɪən/
virgeleeën	/fiːɐgəleːən/
virléien	/fiːɐlɜɪən/
virgelunn	/fiːɐgəlun/
virléift	/fiːɐlɜɪft/
virléiften	/fiːɐlɜɪftən/
virlescht	/fiːɐlæʃt/
virliesen	/fiːɐliəzən/
virgelies	/fiːɐgəliəs/
virliesung	/fiːɐliəzuŋ/
virliesungen	/fiːɐliəzuŋən/
virliewen	/fiːɐliəvən/
virgelieft	/fiːɐgəliəft/
virloossen	/fiːɐloːsən/
virgelooss	/fiːɐgəloːs/
virmaachen	/fiːɐmaːχən/
virgemaach	/fiːɐgəmaːχ/
virmolen	/fiːɐmoːlən/
virgemoolt	/fiːɐgəmoːlt/
virnumm	/fiːɐnum/
virnimm	/fiːɐnim/
virop	/fiːʀop/
virowend	/fiːɐoːvənt/
virowenter	/fiːɐoːvəntɐ/
virprogramméiert	/fiːɐpʀogʀɑmɜɪɐt/
virrecht	/fiːɐʀæɕt/
virrechter	/fiːɐʀæɕtɐ/
virriedner	/fiːɐʀiədnɐ/
virriednerin	/fiːɐʀiədnəʀin/
virriednerinnen	/fiːɐʀiədnəʀinən/
virronn	/fiːɐʀon/
virronnen	/fiːɐʀonən/
virsangen	/fiːɐzɑŋən/
virgesongen	/fiːɐgəzoŋən/
virsaz	/fiːɐzaːts/
virsätz	/fiːɐzæts/
virschaffen	/fiːɐʃɑfən/
virgeschafft	/fiːɐgəʃɑft/
virschäin	/fiːɐʃæːɪn/
virschécken	/fiːɐʃekən/
virgeschéckt	/fiːɐgəʃekt/
virschlag	/fiːɐʃlaːχ/
virschléi	/fiːɐʃlɜɪ/
virschloen	/fiːɐʃloːən/
virgeschloen	/fiːɐgəʃloːən/
virschneiden	/fiːɐʃnɑɪdən/
virgeschnidden	/fiːɐgəʃnidən/
virschrëft	/fiːɐʃʀəft/
virschrëften	/fiːɐʃʀəftən/
virschreiwen	/fiːɐʃʀɑɪvən/
virgeschriwwen	/fiːɐgəʃʀivən/
virschwäermen	/fiːɐʃwɛːɐmən/
virgeschwäermt	/fiːɐgəʃwɛːɐmt/
virschwiewen	/fiːɐʃwiəvən/
virgeschwieft	/fiːɐgəʃwiəft/
virsëtz	/fiːɐzəts/
virsetzen	/fiːɐzætsən/
virgesat	/fiːɐgəzaːt/
virsicht	/fiːɐziɕt/
virsichteg	/fiːɐziɕtəɕ/
virsiicht	/fiːɐziːɕt/
virsiichteg	/fiːɐziːɕtəɕ/
virsoen	/fiːɐzoːən/
virgesot	/fiːɐgəzot/
virspill	/fiːɐʃpil/
virspiller	/fiːɐʃpilɐ/
virspillen	/fiːɐʃpilən/
virgespillt	/fiːɐgəʃpilt/
virsprong	/fiːɐʃpʀoŋ/
virspréng	/fiːɐʃpʀeŋ/
virspronk	/fiːɐʃpʀoŋk/
virstad	/fiːɐʃtaːt/
virstied	/fiːɐʃtiət/
virstellen	/fiːɐʃtælən/
virgestallt	/fiːɐgəʃtɑlt/
virstellung	/fiːɐʃtæluŋ/
virstellungen	/fiːɐʃtæluŋən/
virstellungsgespréich	/fiːɐʃtæluŋsgəʃpʀɜɪɕ/
virstellungsgespréicher	/fiːɐʃtæluŋsgəʃpʀɜɪɕɐ/
virstoussen	/fiːɐʃtəʊsən/
virgestouss	/fiːɐgəʃtəʊs/
virstrecken	/fiːɐʃtʀækən/
virgestreckt	/fiːɐgəʃtʀækt/
virsuergen	/fiːɐzuːɐʑən/
virgesuergt	/fiːɐgəzuːɐɕt/
virtäuschen	/fiːɐtɛːuʃən/
virgetäuscht	/fiːɐgətoɪʃt/
virtrag	/fiːɐtʀaːχ/
virträg	/fiːɐtʀæɕ/
virtrëtt	/fiːɐtʀət/
virtuos	/fiːɐtwoːs/
virtuosen	/fiːɐtwoːzən/
virtuosin	/fiːɐtuːozin/
virtuosinnen	/fiːɐtuːozinən/
virtuositéit	/fiːɐtuːozitɜɪt/
virubestoen	/fiːʀubəʃtoːən/
virubestanen	/fiːʀubəʃtɑnən/
virubréngen	/fiːʀubʀeŋən/
virubruecht	/fiːʀubʀuəɕt/
viruerteel	/fiːɐuːɐteːl/
viruerteeler	/fiːɐuːɐteːlɐ/
viruféieren	/fiːʀufɜɪəʀən/
virugeféiert	/fiːʀugəfɜɪɐt/
virufueren	/fiːʀufuːɐʀən/
virugefuer	/fiːʀugəfuːɐ/
viruginn	/fiːʀugin/
virugoen	/fiːʀugoːən/
virugaangen	/fiːʀugaːŋən/
virukommen	/fiːʀukomən/
virukomm	/fiːʀukom/
viruleeden	/fiːʀuleːdən/
virugeleet	/fiːʀugəleːt/
virum	/fiːʀum/
virumaachen	/fiːʀumaːχən/
virugemaach	/fiːʀugəmaːχ/
virun	/fiːʀun/
virundreiwen	/fiːʀundʀɑɪvən/
virugedriwwen	/fiːʀugədʀivən/
virunhëllefen	/fiːʀunhələfən/
virugehollef	/fiːʀugəholəf/
virunzielen	/fiːʀuntsiələn/
virugezielt	/fiːʀugətsiəlt/
virureechen	/fiːʀuʀeːɕən/
virugereecht	/fiːʀugəʀeːɕt/
virus	/viːʀus/
viren	/fiːʀən/
virusoen	/fiːʀuzoːən/
virugesot	/fiːʀugəzot/
virverleeën	/fiːɐfɐleːən/
virverluecht	/fiːɐfɐluəɕt/
virwahl	/fiːɐvaːl/
virwahlen	/fiːɐvaːlən/
virwal	/fiːɐvaːl/
virwalen	/fiːɐvaːlən/
virwand	/fiːɐvɑnt/
virwänn	/fiːɐvæn/
virwarnen	/fiːɐvɑʀnən/
virgewarnt	/fiːɐgəvɑʀnt/
virwarnung	/fiːɐvɑʀnuŋ/
virwarnungen	/fiːɐvɑʀnuŋən/
virwëlz	/fiːɐvəlts/
virwëlzeg	/fiːɐvəltsəɕ/
virwëlzen	/fiːɐvəltsən/
gevirwëlzt	/gəfiːɐvəltst/
virwëlztut	/fiːɐvəltstuːt/
virwëlztuten	/fiːɐvəltstuːtən/
virwerfen	/fiːɐvɛʀfən/
virgeworf	/fiːɐgəvɔʀf/
virwëtz	/fiːɐvəts/
virwëtzeg	/fiːɐvətsəɕ/
virwëtzen	/fiːɐvətsən/
gevirwëtzt	/gəfiːɐvətst/
virwëtztut	/fiːɐvətstuːt/
virwëtztuten	/fiːɐvətstuːtən/
virworf	/fiːɐvɔʀf/
virwërf	/fiːɐvɐf/
virwuert	/fiːɐvuːɐt/
virwierder	/fiːɐviːɐdɐ/
virzeechen	/fiːɐtseːɕən/
virzeechnen	/fiːɐtseːɕnən/
virgezeechent	/fiːɐgətseːɕənt/
visa	/vizaː/
visaen	/vizaːən/
vis	/viː/
viséier	/vizɜɪɐ/
viséieren	/vizɜɪəʀən/
viséiert	/vizɜɪɐt/
visibel	/vizibəl/
visibilitéit	/vizibilitɜɪt/
visière	/viziɛːʀ/
visièren	/viziɛːʀən/
visionär	/vizjoːnɛːɐ/
visionären	/vizjoːnɛːʀən/
visionärin	/vizjoːnɛːʀin/
visionärinnen	/vizjoːnɛːʀinən/
visioun	/vizjəʊn/
visiounen	/vizjəʊnən/
visite	/vizitə/
visitten	/vizitən/
visiteur	/vizitœːʀ/
visiteuren	/vizitœːʀən/
visitt	/vizit/
visittekaart	/vizitəkaːʀt/
visittekaarten	/vizitəkaːʀtən/
visittekäertchen	/vizitekɛːɐtɕən/
visittekäertercher	/vizitekɛːɐtɐɕɐ/
visuell	/vizwæl/
vitamin	/vitɑmiːn/
vitaminnen	/vitɑminən/
vitess	/vitæs/
vitessen	/vitəsən/
vitesse	/vitæs/
vitesslimitatioun	/vitæslimitatsjəʊn/
vitesslimitatiounen	/vitæslimitatsjəʊnən/
vitesslimitt	/vitæslimit/
vitesslimitten	/vitæslimitən/
vitrine	/vitʀin/
vitrinnen	/vitʀinən/
vitrinn	/vitʀin/
viz	/fiːts/
vizer	/visɐ/
vizepresident	/fiːtsəpʀezidænt/
vizepresidenten	/fiːtsəpʀezidæntən/
vizepresidentin	/fiːtsəpʀezidæntin/
vizepresidentinnen	/fiːtsəpʀezidæntinən/
vizfest	/visfæst/
vizfester	/visfæstɐ/
vläicht	/flæːɪɕt/
vocabulaire	/fokɑbulɛːʀ/
vocabulairen	/fokɑbulɛːʀən/
vocatioun	/fokatsjəʊn/
vocatiounen	/fokatsjəʊnən/
voile	/vwɑlə/
voillen	/vwɑllən/
vokabel	/vokaːbəl/
vokabelen	/vokaːbələn/
vokal	/vokaːl/
vokalen	/vokaːlən/
vol	/vol/
vollen	/folən/
volant	/volɑnt/
volanten	/volɑntən/
au	/ɑʊ/
vent	/vɑ̃ː/
volet	/voleː/
voleten	/voleːən/
voll	/fol/
vollbaart	/folbaːʀt/
vollbäert	/folbɛːɐt/
vollbremsung	/folbʀæmzuŋ/
vollbremsungen	/folbʀæmzuŋən/
vollek	/folek/
vëlker	/vəlkɐ/
vollekskichen	/folekskiɕən/
vollekslidd	/folekslit/
vollekslidder	/folekslidɐ/
volleksmond	/foleksmont/
volleksmusek	/foleksmuzek/
vollekssport	/foleksʃpɔʀt/
vollert	/folɐt/
vollerten	/folɐtən/
volleyball	/foleibɑl/
volleybäll	/foleibæl/
volleyballsequipe	/foleibɑlsekip/
volleyballsequippen	/foleibɑlsekipən/
vollgas	/folgaːs/
vollkar	/folkaːʀ/
vollkarbrout	/folkaːʀbʀəʊt/
vollkarmiel	/folkɑʀmiəl/
vollkommen	/folkomən/
vollmacht	/folmɑχt/
vollmachten	/folmɑχtən/
vollmëllech	/folmələɕ/
vollmound	/folməʊnt/
vollnarkos	/folnɑʀkoːs/
vollnarkosen	/folnɑʀkoːzən/
vollpensioun	/folpænsjəʊn/
vollschäissen	/folʃæːɪsən/
vollgeschass	/folgəʃɑs/
vollschreiwen	/folʃʀɑɪvən/
vollgeschriwwen	/folgəʃʀivən/
vollständeg	/folʃtændəɕ/
vollstänneg	/folʃtænəɕ/
vollstrecken	/folʃtʀækən/
vollstreckt	/folʃtʀækt/
volltreffer	/foltʀæfɐ/
vollwäerteg	/folvɛːɐtəɕ/
volontaire	/volɑ̃ːtɛːʀ/
volontairen	/volɑ̃ːtɛːʀən/
volt	/volt/
volume	/volym/
volummen	/volumən/
voluminéis	/voluminɜɪs/
vote	/voːtə/
votten	/fotən/
votéieren	/fotɜɪəʀən/
votéiert	/fotɜɪɐt/
vott	/fot/
vreckecht	/fʀækəɕt/
vrecken	/fʀækən/
gevreckt	/gəvʀækt/
vreckt	/fʀækt/
vrecktfueren	/fʀæktfuːɐʀən/
vrecktgefuer	/fʀæktgəfuːɐ/
vrecktgoen	/fʀæktgoːən/
vrecktgaangen	/fʀæktgaːŋən/
vrecktkréien	/fʀæktkʀɜɪən/
vrecktkritt	/fʀæktkʀit/
vrecktlaachen	/fʀæktlaːχən/
vrecktgelaacht	/fʀæktgəlaːχt/
vrecktmaachen	/fʀæktmaːχən/
vrecktgemaach	/fʀæktgəmaːχ/
vrecktschaffen	/fʀæktʃɑfən/
vrecktgeschafft	/fʀæktgəʃɑft/
vrecktschloen	/fʀæktʃloːən/
vrecktgeschloen	/fʀæktgəʃloːən/
vue	/vyː/
vuen	/vyːən/
vugel	/fuʁəl/
vigel	/viʑəl/
vulgär	/vylgɛːɐ/
vulgariséiert	/vylgaːʀizɜɪɐt/
vulgaritéit	/vylgaːʀitɜɪt/
vulgaritéiten	/vylgaːʀitɜɪtən/
vulkan	/vulkaːn/
vulkanen	/vulkaːnən/
vulkanausbroch	/vulkaːnæːʊsbʀoχ/
vulkanausbréch	/vulkaːnæːʊsbʀəɕ/
vulkanesch	/vulkaːnəʃ/
vull	/ful/
vullen	/fulən/
vullegripp	/fuləgʀip/
vullegrippen	/fuləgʀipən/
vullegrippe	/fuləgʀipə/
vullekäfeg	/fuləkɛːfəɕ/
vullekäfeger	/fuləkɛːfəʑɐ/
vullekuerf	/fuləkuːɐf/
vullekierf	/fuləkiːɐf/
vullenhaischen	/fulənhɑɪsjən/
vullenhaisercher	/fulənhɑɪzɐɕɐ/
vulleperspektiv	/fuləpɐspæktiːf/
vulleschäich	/fuləʃæːɪɕ/
vulleschäichen	/fuləʃæːɪɕən/
vulleschutz	/fuləʃuts/
vullestëmm	/fuləʃtəm/
vullestëmmen	/fuləʃtəmən/
vum	/fum/
vun	/fun/
vunenaner	/funənaːnɐ/
vuneneen	/funəneːn/
w	/v/
waachen	/vaːɕən/
gewaacht	/gəvaːχt/
waakreg	/vaːkʀəɕ/
waalsdref	/vaːlsdʀəf/
waardelëscht	/vaːʀdələʃt/
waardelëschten	/vaːʀdələʃtən/
waarden	/vaːʀdən/
gewaart	/gəvaːʀt/
waark	/vaːʀk/
waarken	/vaːʀkən/
waarm	/vaːɐm/
waarmmaachen	/vaːɐmmaːχən/
waarmgemaach	/vaːɐmgəmaːχ/
waarz	/vaːʀts/
waarzen	/vaːʀtsən/
waarzel	/vaːʀtsəl/
waarzelen	/vaːʀtsələn/
waasser	/vaːsɐ/
waasseranalys	/vaːsɐɑnaːliːs/
waasseranalysen	/vaːsɐɑnaːliːzən/
waasseranalyse	/vaːsɐɑnaːliːzə/
waasserbëlleg	/vaːsɐbələɕ/
waasserdamp	/vaːsɐdɑmp/
waasserdicht	/vaːsɐdiɕt/
waasserfaass	/vaːsɐfaːs/
waasserfässer	/vaːsɐfæsɐ/
waasserfall	/vaːsɐfɑl/
waasserfäll	/vaːsɐfæl/
waasserfläsch	/vaːsɐflæʃ/
waasserfläschen	/vaːsɐflæʃən/
waasserleitung	/vaːsɐlɑɪtuŋ/
waasserleitungen	/vaːsɐlɑɪtuŋən/
waassermangel	/vaːsɐmɑŋəl/
waassermann	/vaːsɐmɑn/
waassermänner	/vaːsɐmænɐ/
waasserpouk	/vaːsɐpəʊk/
waasserpouken	/vaːsɐpəʊkən/
waasserprouf	/vaːsɐpʀəʊf/
waasserprouwen	/vaːsɐpʀəʊvən/
waasserreserv	/vaːsɐʀezɛʀf/
waasserreserven	/vaːsɐʀezɛʀvən/
waasserreserve	/vaːsɐʀezɛʀf/
waassersteen	/vaːsɐʃteːn/
waassersteng	/vaːsɐʃtæŋ/
waassertuerm	/vaːsɐtuːɐm/
waassertierm	/vaːsɐtiːɐm/
waasserverbrauch	/vaːsɐfɐbʀæːʊχ/
waasserwierk	/vaːsɐviːɐk/
waasserwierker	/vaːsɐviːɐkɐ/
wab	/vaːp/
waben	/vaːbən/
wach	/vɑχ/
wackeleg	/vɑkələɕ/
wackelen	/vɑkələn/
gewackelt	/gəvɑkəlt/
wackelkontakt	/vɑkəlkontɑkt/
wackelkontakter	/vɑkəlkontɑktɐ/
wäert	/vɛːɐt/
wäerter	/vɛːɐtɐ/
wäerten	/vɛːɐtən/
wäertpabeier	/vɛːɐtpɑbɑɪɐ/
wäertpabeieren	/vɛːɐtpɑbɑɪəʀən/
wäertsaach	/vɛːɐtsaːχ/
wäertsaachen	/vɛːɐtsaːχən/
wäertvoll	/vɛːɐtfol/
waff	/vɑf/
waffen	/vɑfən/
waffegewalt	/vɑfəgəvɑlt/
wäffelchen	/væfəlɕən/
wäffelcher	/væfəlɕɐ/
wäffelcherseisen	/væfəlɕɐzɑɪzən/
waffenexport	/vɑfənækspɔʀt/
waffenexporter	/vɑfənækspɔʀtɐ/
waffenhandel	/vɑfənhɑndəl/
waffenindustrie	/vɑfeːnindustʀiː/
wafferou	/vɑfəʀəʊ/
wafferouen	/vɑfəʀəʊən/
waffeschäin	/vɑfəʃæːɪn/
waffeschäiner	/vɑfəʃæːɪnɐ/
waggon	/vɑgɑ̃ː/
waggonen	/vɑgoːnən/
wahl	/vaːl/
wahlen	/vaːlən/
wahlbureau	/vaːlbyʀoː/
wahlbureauen	/vaːlbyʀoːən/
wahlbüro	/vaːlbyʀoː/
wahlbüroen	/vaːlbyʀoːən/
wahlflichteg	/vaːlfliɕtəɕ/
wahlkampf	/vaːlkɑmpf/
wahlkämpf	/vaːlkæmpf/
wahlpflichteg	/vaːlpfliɕtəɕ/
wahlprogramm	/vaːlpʀogʀɑm/
wahlprogrammen	/vaːlpʀogʀɑmən/
wahlrecht	/vaːlʀæɕt/
wahlrechter	/vaːlʀæɕtɐ/
wahlresultat	/vaːlʀəzultaːt/
wahlresultater	/vaːlʀəzultaːtɐ/
wahlverspriechen	/vaːlfɐʃpʀiəɕən/
wahlziedel	/vaːltsiədəl/
wahlziedelen	/vaːltsiədələn/
wahnsinn	/vaːnzin/
wahnsinneg	/vaːnzinəɕ/
während	/vɛːʀənt/
wahrscheinlech	/vaːɐʃɑɪnləɕ/
wahrscheinlechkeet	/vaːɐʃɑɪnləɕkeːt/
währung	/vɛːʀuŋ/
währungen	/vɛːʀuŋən/
währungsunioun	/vɛːʀuŋsunjəʊn/
währungsuniounen	/vɛːʀuŋsunjəʊnən/
wäibau	/væːɪbæːʊ/
wäichen	/væːɪɕən/
gewach	/gəvɑχ/
wäicherdang	/væːɪɕɐdɑŋ/
wäifaass	/væːɪfaːs/
wäifässer	/væːɪfæsɐ/
wäifest	/væːɪfæst/
wäifester	/væːɪfæstɐ/
wäifläsch	/væːɪflæʃ/
wäifläschen	/væːɪflæʃən/
wäifleck	/væːɪflæk/
wäiflecken	/væːɪflækən/
wäigéigend	/væːɪgɜɪʑənt/
wäigéigenden	/væːɪgɜɪʑəndən/
wäiglas	/væːɪglaːs/
wäiglieser	/væːɪgliəzɐ/
wäikeller	/væːɪkælɐ/
wäikelleren	/væːɪkæləʀən/
wäin	/væːɪn/
wäiner	/væːɪnɐ/
wäinamateur	/væːɪnɑmɑtœːʀ/
wäinamateuren	/væːɪnaːmatœːʀən/
wäinhandel	/væːɪnhɑndəl/
wäinhändler	/væːɪnhændlɐ/
wäinhändlerin	/væːɪnhændləʀin/
wäinhändlerinnen	/væːɪnhændləʀinən/
wäirauch	/væːɪʀæːʊχ/
wäirauchfaass	/væːɪʀæːʊχfaːs/
wäirauchfässer	/væːɪʀæːʊχfæsɐ/
wäirauchfässchen	/væːɪʀæːʊχfæsjən/
wäirauchfässercher	/væːɪʀæːʊχfæsɐɕɐ/
wäismaachen	/væːɪsmaːχən/
wäisgemaach	/væːɪsgəmaːχ/
wäissen	/væːɪsən/
gewäisst	/gəvæːɪst/
wäissruss	/væːɪsʀus/
wäissrussen	/væːɪsʀusən/
wäissrussesch	/væːɪsʀusəʃ/
wäissrussin	/væːɪsʀusɛ̃ː/
wäissrussinnen	/væːɪsʀusinən/
wäissrussland	/væːɪsʀuslɑnt/
wäistuff	/væːɪʃtuf/
wäistuffen	/væːɪʃtufən/
wäiswampech	/væːɪsvɑmpəɕ/
wäit	/væːɪt/
wäitbléck	/væːɪtblek/
wäitleefeg	/væːɪtleːfəɕ/
wäitsicht	/væːɪtsiɕt/
wäitsichteg	/væːɪtsiɕtəɕ/
wäitsiicht	/væːɪtziːɕt/
wäitsiichteg	/væːɪtsiiɕtəɕ/
wäitsprong	/væːɪtʃpʀoŋ/
wäitspronk	/væːɪtspʀoŋk/
wäiwaasser	/væːɪvaːsɐ/
wäiwaasserdëppchen	/væːɪvaːsɐdəpɕən/
wäiwaasserdëppercher	/væːɪvaːsɐdəpɐɕɐ/
wäiwaasseschdëppchen	/væːɪvaːsəʃdəpɕən/
wäiwaasseschdëppercher	/væːɪvaːsəʃdəpɐɕɐ/
wak	/vaːk/
wakelter	/vaːkəltɐ/
wakelterkär	/vaːkəltɐkɛːɐ/
wakelterkären	/vaːkəltɐkɛːʀən/
wakereg	/vaːkəʀəɕ/
wal	/vaːl/
walen	/vaːlən/
walbureau	/vaːlbyʀoː/
walbureauen	/vaːlbyʀoːən/
walbüro	/vaːlbyʀoː/
walbüroen	/vaːlbyʀoːən/
waldbëlleg	/vaːltbələɕ/
waldbriedemes	/vaːltbʀiədəməs/
waldhaff	/vaːlthɑf/
waldiesel	/vaːldiːzəl/
walfer	/vaːlfɐ/
walflichteg	/vaːlfliɕtəɕ/
walkampf	/vaːlkɑmpf/
walkämpf	/vaːlkæmpf/
walkie	/vaːlkiː/
talkie	/tɑlkiː/
talkien	/tɑlkiən/
wallenduerf	/vɑlænduːɐf/
wallenduerfer	/vɑlænduəfɐ/
wallfaart	/vɑlfaːʀt/
wallfaarten	/vɑlfaːʀtən/
wallfahrt	/vɑlfaːʀt/
wallfahrten	/vɑlfaːʀtən/
wallis	/vɑlis/
wallissen	/vɑlisən/
walpflichteg	/vaːlpfliɕtəɕ/
walprogramm	/vaːlpʀogʀɑm/
walprogrammen	/vaːlpʀogʀɑmən/
walrecht	/vaːlʀæɕt/
walrechter	/vaːlʀæɕtɐ/
walresultat	/vaːlʀəzultaːt/
walresultater	/vaːlʀəzultaːtɐ/
walten	/vɑltən/
walter	/vɑltɐ/
walverspriechen	/vaːlfɐʃpʀiəɕən/
walz	/vɑlts/
walzen	/vaːltsən/
gewalzt	/gəvɑltst/
walziedel	/vaːltsiədəl/
walziedelen	/vaːltsiədələn/
walzstrooss	/vaːltsʃtʀoːs/
walzstroossen	/vaːltsʃtʀoːsən/
walzwierk	/vaːltsviːɐk/
walzwierker	/vaːltswiːɐkɐ/
wämperhaart	/væmpɐhaːʀt/
wand	/vɑnt/
wänn	/væn/
wandel	/vɑndəl/
wanderen	/vɑndəʀən/
gewandert	/gəvɑndɐt/
wanderer	/vɑndəʀɐ/
wanderin	/vɑndəʀin/
wanderinnen	/vɑndəʀinən/
wanderschong	/vɑndɐʃoŋ/
wanderung	/vɑndəʀuŋ/
wanderungen	/vɑndəʀuŋən/
wandhaff	/vɑnthɑf/
wandlung	/vɑndluŋ/
wandlungen	/vɑndluŋən/
wandmillen	/vɑntmilən/
wandmolerei	/vɑntmoːləʀɑɪ/
wandmolereien	/vɑntmoːləʀɑɪən/
wandrad	/vɑndʀaːt/
wandrieder	/vɑndʀiədɐ/
wandschaf	/vɑntʃaːf/
wandschief	/vɑntʃiəf/
wandstäerkt	/vɑntʃtɛːɐkt/
wandstäerkten	/vɑntʃtɛːɐktən/
wandstouss	/vɑntʃtəʊs/
wandstéiss	/vɑntʃtɜɪs/
wann	/vɑn/
wannen	/vɑnən/
wanseler	/vɑnzəlɐ/
wanter	/vɑntɐ/
wanteren	/vɑntəʀən/
wantergezei	/vɑntɐgətsɑɪ/
wantergréng	/vɑntɐgʀeŋ/
wanterjackett	/vɑntɐjɑkæt/
wanterjacketten	/vɑntɐjɑkætən/
wanterkollektioun	/vɑntɐkolæksjəʊn/
wanterkollektiounen	/vɑntɐkolæksjəʊnən/
wanterlech	/vɑntɐləɕ/
wantermount	/vɑntɐməʊnt/
wanterméint	/vɑntɐmɜɪnt/
wanternuecht	/vɑntɐnuəɕt/
wanternuechten	/vɑntɐnuəɕtən/
wanterpneu	/vɑntɐpnøː/
wanterpneuen	/vɑntɐpnøːən/
wanterschlof	/vɑntɐʃloːf/
wanterspiller	/vɑntɐʃpilɐ/
wantersport	/vɑntɐʃpɔʀt/
wanz	/vɑnts/
wanzen	/vɑntsən/
wapp	/vɑp/
wärend	/vɛːʀənt/
warndräieck	/vɑʀndʀæːɪek/
warndräiecken	/vɑʀndʀæːɪekən/
warnen	/vɑʀnən/
gewarnt	/gəvɑʀnt/
warnschëld	/vɑʀnʃəlt/
warnschëlter	/vɑʀnʃəltɐ/
warnung	/vɑʀnuŋ/
warnungen	/vɑʀnuŋən/
warnzeechen	/vɑʀntseːɕən/
warscheinlech	/vaːɐʃɑɪnləɕ/
warscheinlechkeet	/vaːɐʃɑɪnləɕkeːt/
wärter	/vɛːʀtɐ/
wartesall	/vɑʀtəzɑl/
wartesäll	/vɑʀtəzæl/
wärung	/vɛːʀuŋ/
wärungen	/vɛːʀuŋən/
wärungsunioun	/vɛːʀuŋsunjəʊn/
wärungsuniounen	/vɛːʀuŋsunjəʊnən/
wäsch	/væʃ/
wäschen	/væʃən/
wäschanlag	/væʃɑnlaːχ/
wäschanlagen	/væʃɑnlaːʁən/
waschanlag	/vɑʃɑnlaːχ/
waschanlagen	/vɑʃɑnlaːʁən/
gewäsch	/gəvæʃ/
wäschfra	/væʃfʀaː/
wäschfraen	/væʃfʀaːən/
wäschkichen	/væʃkiɕən/
wäschkuerf	/væʃkuːɐf/
wäschkierf	/væʃkiːɐf/
wäschléngt	/væʃleŋt/
wäschléngten	/væʃleŋtən/
